ID,recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,DM_category,Label,Score
61706,2,3) $200 - $350,216.59,1,0,Urban,0,Multichannel,Womens E-Mail,4,0,0.2007
61707,3,2) $100 - $200,129.24,0,1,Surburban,1,Phone,No E-Mail,5,0,0.0419
61708,10,3) $200 - $350,254.42,1,0,Surburban,0,Web,Mens E-Mail,2,0,0.0994
61709,10,5) $500 - $750,509.46,0,1,Rural,1,Multichannel,Mens E-Mail,3,0,0.4502
61710,12,2) $100 - $200,114.84,1,0,Rural,1,Web,No E-Mail,6,0,0.0008
61711,4,5) $500 - $750,726.99,0,1,Urban,1,Multichannel,Womens E-Mail,1,1,0.586
61712,11,1) $0 - $100,67.63,1,0,Urban,0,Web,No E-Mail,6,0,0.0006
61713,4,5) $500 - $750,595.04,1,0,Urban,1,Multichannel,Mens E-Mail,2,0,0.4865
61714,1,"7) $1,000 +",1145.49,0,1,Surburban,1,Web,Womens E-Mail,1,1,1
61715,9,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,6,0,0.0004
61716,3,3) $200 - $350,241.21,0,1,Surburban,0,Web,No E-Mail,5,0,0.2842
61717,7,1) $0 - $100,29.99,1,0,Surburban,1,Web,Mens E-Mail,2,0,0.0434
61718,2,2) $100 - $200,138.3,1,0,Surburban,0,Web,Mens E-Mail,2,0,0.3629
61719,3,2) $100 - $200,127.98,1,0,Rural,1,Phone,Mens E-Mail,2,0,0.2745
61720,1,1) $0 - $100,29.99,0,1,Surburban,1,Web,Mens E-Mail,3,0,0.3269
61721,9,1) $0 - $100,52.1,1,0,Surburban,1,Phone,No E-Mail,6,0,0.0004
61722,1,2) $100 - $200,166.26,0,1,Urban,0,Web,Womens E-Mail,1,0,0.4386
61723,8,2) $100 - $200,130.89,1,0,Urban,0,Web,No E-Mail,6,0,0.0015
61724,3,"7) $1,000 +",1229.41,0,1,Surburban,1,Phone,Womens E-Mail,1,1,1
61725,1,2) $100 - $200,106.24,1,0,Urban,0,Web,Mens E-Mail,2,0,0.3996
61726,10,5) $500 - $750,687.03,1,1,Surburban,1,Web,No E-Mail,11,1,0.6126
61727,10,2) $100 - $200,165.83,1,0,Surburban,0,Web,No E-Mail,6,0,0.0013
61728,2,2) $100 - $200,162.61,1,0,Surburban,0,Phone,Womens E-Mail,4,0,0.0372
61729,12,3) $200 - $350,258.39,1,1,Urban,0,Phone,Womens E-Mail,5,0,0.0276
61730,7,1) $0 - $100,98.67,1,0,Urban,1,Web,No E-Mail,6,0,0.0013
61731,7,2) $100 - $200,110.19,1,0,Surburban,0,Web,No E-Mail,6,0,0.0029
61732,1,2) $100 - $200,110.43,0,1,Surburban,0,Phone,Mens E-Mail,3,0,0.4017
61733,3,1) $0 - $100,29.99,0,1,Surburban,0,Web,Mens E-Mail,3,0,0.4556
61734,1,1) $0 - $100,49.5,1,0,Surburban,1,Web,Womens E-Mail,4,0,0.0318
61735,11,2) $100 - $200,126.36,0,1,Urban,1,Web,Womens E-Mail,1,0,0.0094
61736,7,4) $350 - $500,357.4,1,1,Surburban,0,Phone,No E-Mail,11,1,0.8515
61737,4,2) $100 - $200,139.49,0,1,Surburban,1,Web,Womens E-Mail,1,0,0.0977
61738,4,3) $200 - $350,303.33,0,1,Surburban,0,Phone,Mens E-Mail,3,0,0.3522
61739,6,1) $0 - $100,29.99,1,0,Urban,1,Web,No E-Mail,6,0,0.002
61740,10,1) $0 - $100,29.99,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.052
61741,7,1) $0 - $100,91.31,1,0,Surburban,0,Phone,No E-Mail,6,0,0.0019
61742,9,3) $200 - $350,288.9,1,0,Rural,1,Phone,Mens E-Mail,2,0,0.0807
61743,9,1) $0 - $100,58.09,0,1,Urban,0,Phone,Womens E-Mail,1,0,0.033
61744,3,2) $100 - $200,185.53,1,0,Urban,0,Web,Mens E-Mail,2,0,0.3347
61745,5,3) $200 - $350,257.57,1,0,Surburban,0,Web,Mens E-Mail,2,0,0.2808
61746,9,1) $0 - $100,41.97,0,1,Urban,0,Web,No E-Mail,5,0,0.0158
61747,12,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Mens E-Mail,2,0,0.0064
61748,1,3) $200 - $350,206.07,0,1,Urban,1,Web,Womens E-Mail,1,0,0.4356
61749,10,2) $100 - $200,107.28,1,0,Urban,1,Web,No E-Mail,6,0,0.0006
61750,6,2) $100 - $200,194.13,1,0,Surburban,1,Web,Mens E-Mail,2,0,0.0654
61751,2,1) $0 - $100,29.99,1,0,Urban,0,Web,Mens E-Mail,2,0,0.3676
61752,11,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Womens E-Mail,4,0,0.0006
61753,2,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Mens E-Mail,3,0,0.3694
61754,9,2) $100 - $200,149.79,1,0,Surburban,1,Phone,No E-Mail,6,0,0.0004
61755,2,1) $0 - $100,48.72,0,1,Rural,1,Web,No E-Mail,5,0,0.1948
61756,7,3) $200 - $350,267.67,1,0,Rural,0,Phone,Womens E-Mail,4,0,0.0461
61757,1,"7) $1,000 +",1065.52,1,0,Urban,1,Multichannel,No E-Mail,6,1,0.9996
61758,4,1) $0 - $100,34.86,1,0,Urban,0,Web,Womens E-Mail,4,0,0.0239
61759,1,"7) $1,000 +",1367.81,0,1,Surburban,1,Web,Womens E-Mail,1,1,1
61760,2,"6) $750 - $1,000",862.86,1,1,Surburban,1,Multichannel,No E-Mail,11,1,0.9997
61761,7,1) $0 - $100,86.38,0,1,Rural,0,Web,Mens E-Mail,3,0,0.3318
61762,8,3) $200 - $350,200.34,1,0,Surburban,0,Phone,Mens E-Mail,2,0,0.0708
61763,7,3) $200 - $350,270.04,1,1,Surburban,0,Phone,Mens E-Mail,5,0,0.1595
61764,4,1) $0 - $100,43.09,1,0,Urban,0,Phone,Mens E-Mail,2,0,0.121
61765,10,1) $0 - $100,79.01,0,1,Urban,1,Phone,No E-Mail,5,0,0.0041
61766,10,1) $0 - $100,44.37,0,1,Surburban,0,Web,No E-Mail,5,0,0.0156
61767,3,2) $100 - $200,117.57,0,1,Rural,0,Phone,No E-Mail,5,0,0.2275
61768,3,1) $0 - $100,29.99,1,0,Rural,0,Phone,Mens E-Mail,2,0,0.4781
61769,1,2) $100 - $200,169.18,1,0,Urban,1,Web,Womens E-Mail,4,0,0.0308
61770,11,2) $100 - $200,111.5,1,0,Surburban,1,Web,No E-Mail,6,0,0.0002
61771,4,1) $0 - $100,34.18,1,0,Urban,1,Phone,Mens E-Mail,2,0,0.0556
61772,1,"7) $1,000 +",1147.55,1,0,Surburban,1,Web,Mens E-Mail,2,1,1
61773,2,3) $200 - $350,337.18,1,0,Surburban,0,Phone,Womens E-Mail,4,0,0.0895
61774,6,3) $200 - $350,252.05,1,0,Rural,0,Phone,Womens E-Mail,4,0,0.0694
61775,9,3) $200 - $350,327.29,0,1,Surburban,1,Multichannel,Mens E-Mail,3,0,0.1258
61776,1,"7) $1,000 +",1407.9,0,1,Urban,1,Web,Mens E-Mail,3,1,1
61777,10,4) $350 - $500,353.56,1,0,Urban,1,Web,Mens E-Mail,2,0,0.133
61778,12,1) $0 - $100,81.69,0,1,Surburban,1,Phone,Womens E-Mail,1,0,0.0074
61779,11,1) $0 - $100,45.99,0,1,Surburban,1,Web,Mens E-Mail,3,0,0.0138
61780,11,1) $0 - $100,95.85,0,1,Urban,1,Web,Mens E-Mail,3,0,0.0137
61781,8,1) $0 - $100,70.84,0,1,Surburban,0,Web,No E-Mail,5,0,0.018
61782,1,1) $0 - $100,79.13,1,0,Surburban,1,Web,Womens E-Mail,4,0,0.0318
61783,1,2) $100 - $200,195.51,0,1,Urban,1,Phone,Womens E-Mail,1,0,0.1722
61784,9,1) $0 - $100,45.85,1,0,Surburban,1,Web,Womens E-Mail,4,0,0.0023
61785,10,3) $200 - $350,332.98,0,1,Surburban,0,Phone,Mens E-Mail,3,0,0.1048
61786,7,"6) $750 - $1,000",833.66,1,0,Surburban,1,Phone,Womens E-Mail,4,1,0.689
61787,7,3) $200 - $350,288.25,1,0,Surburban,0,Web,Womens E-Mail,4,0,0.0269
61788,1,1) $0 - $100,87.41,1,0,Urban,0,Web,No E-Mail,6,0,0.0195
61789,1,2) $100 - $200,100.71,1,0,Surburban,0,Phone,Mens E-Mail,2,0,0.2926
61790,9,3) $200 - $350,273.69,1,1,Urban,1,Phone,Womens E-Mail,5,0,0.0238
61791,1,2) $100 - $200,125.81,0,1,Surburban,0,Phone,Mens E-Mail,3,0,0.4026
61792,4,1) $0 - $100,57,1,0,Urban,1,Web,No E-Mail,6,0,0.0027
61793,1,1) $0 - $100,60.03,0,1,Urban,1,Web,No E-Mail,5,0,0.0899
61794,7,1) $0 - $100,73.27,0,1,Surburban,1,Phone,No E-Mail,5,0,0.0092
61795,7,3) $200 - $350,331.06,1,0,Urban,0,Phone,No E-Mail,6,0,0.0045
61796,10,3) $200 - $350,259.53,1,0,Rural,0,Web,Womens E-Mail,4,0,0.0338
61797,5,2) $100 - $200,173.24,0,1,Surburban,1,Phone,Womens E-Mail,1,0,0.0475
61798,1,2) $100 - $200,153.99,0,1,Surburban,0,Web,No E-Mail,5,0,0.1854
61799,9,2) $100 - $200,123.83,0,1,Urban,0,Web,No E-Mail,5,0,0.0152
61800,2,1) $0 - $100,29.99,0,1,Urban,0,Phone,No E-Mail,5,0,0.1065
61801,7,3) $200 - $350,314.26,1,0,Rural,0,Phone,Mens E-Mail,2,0,0.3137
61802,4,2) $100 - $200,140.87,0,1,Rural,0,Phone,No E-Mail,5,0,0.115
61803,2,5) $500 - $750,545.16,1,1,Urban,1,Web,Womens E-Mail,5,1,0.5164
61804,10,3) $200 - $350,313.54,1,0,Urban,1,Web,Mens E-Mail,2,0,0.0465
61805,1,3) $200 - $350,247.28,1,1,Urban,0,Phone,Mens E-Mail,5,1,0.5497
61806,5,2) $100 - $200,124.21,1,0,Surburban,1,Phone,Mens E-Mail,2,0,0.0408
61807,10,1) $0 - $100,51.92,0,1,Surburban,0,Phone,Womens E-Mail,1,0,0.0326
61808,2,5) $500 - $750,505.17,1,0,Surburban,1,Web,Mens E-Mail,2,1,0.5536
61809,3,3) $200 - $350,288.51,0,1,Surburban,0,Web,No E-Mail,5,0,0.2909
61810,3,2) $100 - $200,115.98,1,0,Urban,1,Web,Womens E-Mail,4,0,0.0225
61811,5,2) $100 - $200,184.11,1,0,Rural,0,Phone,Womens E-Mail,4,0,0.0311
61812,1,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,1,0,0.332
61813,2,3) $200 - $350,335.48,0,1,Surburban,0,Web,No E-Mail,5,0,0.3271
61814,4,4) $350 - $500,429.12,1,1,Urban,1,Multichannel,No E-Mail,11,1,0.9406
61815,5,1) $0 - $100,64.46,0,1,Surburban,1,Phone,No E-Mail,5,0,0.0145
61816,1,2) $100 - $200,161.17,1,0,Urban,1,Web,Mens E-Mail,2,0,0.2242
61817,4,1) $0 - $100,43.62,1,0,Urban,1,Web,No E-Mail,6,0,0.0027
61818,2,2) $100 - $200,140.74,1,0,Urban,1,Web,Womens E-Mail,4,0,0.0257
61819,3,3) $200 - $350,317.52,0,1,Surburban,0,Phone,No E-Mail,5,0,0.2053
61820,6,1) $0 - $100,32,1,0,Urban,1,Web,Mens E-Mail,2,0,0.0653
61821,10,1) $0 - $100,30.86,1,0,Urban,1,Phone,No E-Mail,6,0,0.0004
61822,8,1) $0 - $100,35.64,1,0,Rural,0,Phone,No E-Mail,6,0,0.0028
61823,7,2) $100 - $200,173.35,1,0,Urban,0,Phone,Mens E-Mail,2,0,0.0594
61824,1,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Womens E-Mail,1,0,0.1753
61825,3,3) $200 - $350,346.88,1,1,Urban,0,Phone,Mens E-Mail,5,0,0.4935
61826,2,1) $0 - $100,74.04,0,1,Urban,0,Phone,No E-Mail,5,0,0.1066
61827,6,2) $100 - $200,123.41,0,1,Surburban,1,Web,Mens E-Mail,3,0,0.0996
61828,10,5) $500 - $750,565.41,0,1,Urban,1,Web,Mens E-Mail,3,0,0.1498
61829,4,2) $100 - $200,150.28,1,0,Surburban,0,Phone,Mens E-Mail,2,0,0.1193
61830,4,1) $0 - $100,29.99,1,0,Urban,1,Phone,Womens E-Mail,4,0,0.0064
61831,1,5) $500 - $750,738.5,1,0,Surburban,1,Web,Mens E-Mail,2,1,0.6939
61832,1,2) $100 - $200,144.58,0,1,Urban,1,Phone,Mens E-Mail,3,0,0.2226
61833,2,1) $0 - $100,88.38,0,1,Urban,0,Web,No E-Mail,5,0,0.1627
61834,2,5) $500 - $750,529.64,1,0,Surburban,1,Web,No E-Mail,6,0,0.0356
61835,4,2) $100 - $200,104.49,0,1,Surburban,1,Phone,No E-Mail,5,0,0.0187
61836,2,3) $200 - $350,233.86,1,0,Urban,1,Web,Womens E-Mail,4,0,0.0588
61837,3,2) $100 - $200,109.52,0,1,Surburban,0,Web,Mens E-Mail,3,0,0.446
61838,1,3) $200 - $350,327.78,1,1,Surburban,0,Web,Womens E-Mail,5,1,0.5857
61839,2,2) $100 - $200,152.42,0,1,Rural,0,Web,No E-Mail,5,0,0.3552
61840,10,2) $100 - $200,193.05,1,0,Surburban,1,Phone,No E-Mail,6,0,0.0004
61841,11,1) $0 - $100,86.97,0,1,Rural,0,Phone,Womens E-Mail,1,0,0.0397
61842,9,1) $0 - $100,54.51,0,1,Surburban,0,Web,No E-Mail,5,0,0.016
61843,10,2) $100 - $200,149.33,0,1,Rural,0,Phone,Womens E-Mail,1,0,0.0864
61844,6,1) $0 - $100,29.99,1,0,Urban,1,Phone,Womens E-Mail,4,0,0.0047
61845,4,3) $200 - $350,226.59,0,1,Urban,0,Multichannel,No E-Mail,5,0,0.2286
61846,4,4) $350 - $500,458.78,0,1,Surburban,0,Web,No E-Mail,5,0,0.3945
61847,9,3) $200 - $350,333.52,0,1,Urban,0,Phone,No E-Mail,5,0,0.0238
61848,3,2) $100 - $200,126.35,0,1,Rural,0,Web,Mens E-Mail,3,1,0.6998
61849,10,2) $100 - $200,148.45,1,0,Urban,1,Phone,No E-Mail,6,0,0.0003
61850,10,3) $200 - $350,261.12,0,1,Urban,1,Multichannel,Mens E-Mail,3,0,0.1166
61851,3,3) $200 - $350,253.14,1,1,Surburban,0,Multichannel,No E-Mail,11,1,0.9598
61852,9,1) $0 - $100,30.72,1,0,Surburban,1,Phone,Womens E-Mail,4,0,0.0014
61853,12,1) $0 - $100,79.34,1,0,Urban,1,Phone,Womens E-Mail,4,0,0.0007
61854,7,5) $500 - $750,591.88,0,1,Urban,1,Multichannel,Mens E-Mail,3,0,0.4166
61855,3,5) $500 - $750,521.24,0,1,Urban,1,Web,Mens E-Mail,3,1,0.6411
61856,9,5) $500 - $750,720.44,0,1,Surburban,1,Web,Mens E-Mail,3,0,0.1968
61857,10,2) $100 - $200,139.67,1,0,Surburban,1,Phone,Womens E-Mail,4,0,0.0013
61858,9,1) $0 - $100,50.25,0,1,Surburban,1,Phone,Mens E-Mail,3,0,0.0203
61859,5,1) $0 - $100,29.99,1,0,Urban,1,Web,Mens E-Mail,2,0,0.0662
61860,8,2) $100 - $200,151.61,0,1,Urban,0,Phone,No E-Mail,5,0,0.0107
61861,1,1) $0 - $100,60.83,1,0,Urban,0,Web,Mens E-Mail,2,0,0.4092
61862,8,4) $350 - $500,374.05,1,1,Rural,0,Phone,Womens E-Mail,5,0,0.3842
61863,6,1) $0 - $100,63.99,1,0,Surburban,0,Phone,Mens E-Mail,2,0,0.0923
61864,8,3) $200 - $350,207.84,0,1,Rural,1,Phone,No E-Mail,5,0,0.0305
61865,8,2) $100 - $200,111.37,0,1,Surburban,1,Phone,Mens E-Mail,3,0,0.0221
61866,11,3) $200 - $350,207.3,1,0,Surburban,0,Web,No E-Mail,6,0,0.0013
61867,8,1) $0 - $100,29.99,1,0,Rural,1,Phone,No E-Mail,6,0,0.0012
61868,1,1) $0 - $100,76,1,0,Rural,0,Web,Womens E-Mail,4,0,0.1814
61869,3,1) $0 - $100,37.38,1,0,Surburban,0,Web,Mens E-Mail,2,0,0.3405
61870,9,3) $200 - $350,216.12,0,1,Surburban,0,Web,Mens E-Mail,3,0,0.1518
61871,8,1) $0 - $100,42.78,0,1,Rural,1,Web,Womens E-Mail,1,0,0.0726
61872,10,3) $200 - $350,216.73,1,0,Urban,1,Web,Mens E-Mail,2,0,0.0436
61873,2,3) $200 - $350,294.11,0,1,Surburban,0,Phone,Mens E-Mail,3,1,0.5835
61874,9,1) $0 - $100,77.18,1,0,Surburban,0,Phone,No E-Mail,6,0,0.0009
61875,10,4) $350 - $500,400.73,1,1,Surburban,0,Web,No E-Mail,11,1,0.8141
61876,1,3) $200 - $350,313.44,0,1,Urban,0,Multichannel,No E-Mail,5,0,0.4937
61877,9,1) $0 - $100,32.93,0,1,Rural,1,Phone,Mens E-Mail,3,0,0.0564
61878,2,5) $500 - $750,728.66,1,1,Surburban,1,Web,No E-Mail,11,1,0.9553
61879,1,2) $100 - $200,176.6,0,1,Urban,0,Web,Mens E-Mail,3,1,0.5242
61880,3,2) $100 - $200,113.77,1,0,Surburban,0,Phone,Mens E-Mail,2,0,0.2341
61881,10,1) $0 - $100,93.26,1,0,Surburban,0,Phone,Mens E-Mail,2,0,0.0285
61882,7,3) $200 - $350,263.79,1,0,Surburban,1,Multichannel,Womens E-Mail,4,0,0.0198
61883,5,2) $100 - $200,151.85,0,1,Urban,0,Web,No E-Mail,5,0,0.051
61884,3,1) $0 - $100,68.14,0,1,Urban,0,Phone,Womens E-Mail,1,0,0.2659
61885,12,1) $0 - $100,78.03,1,0,Surburban,0,Web,No E-Mail,6,0,0.0007
61886,12,2) $100 - $200,173.5,1,0,Urban,1,Phone,Womens E-Mail,4,0,0.0007
61887,3,5) $500 - $750,553.91,1,0,Surburban,1,Phone,Mens E-Mail,2,0,0.4191
61888,11,4) $350 - $500,437.21,0,1,Urban,1,Web,Womens E-Mail,1,0,0.0761
61889,2,5) $500 - $750,505.73,0,1,Urban,1,Phone,Womens E-Mail,1,0,0.4652
61890,1,4) $350 - $500,391.58,0,1,Urban,1,Web,Womens E-Mail,1,1,0.7309
61891,12,"6) $750 - $1,000",947,1,1,Urban,1,Web,Mens E-Mail,5,1,0.9266
61892,2,4) $350 - $500,483.92,1,1,Surburban,0,Web,No E-Mail,11,1,0.9837
61893,5,2) $100 - $200,103.65,1,0,Surburban,1,Phone,No E-Mail,6,0,0.0012
61894,1,5) $500 - $750,702.94,0,1,Urban,1,Phone,Mens E-Mail,3,1,0.6739
61895,5,2) $100 - $200,196.94,0,1,Urban,1,Web,No E-Mail,5,0,0.0229
61896,10,5) $500 - $750,638.24,1,1,Surburban,1,Multichannel,No E-Mail,11,1,0.7139
61897,3,3) $200 - $350,338.44,1,1,Surburban,1,Phone,Mens E-Mail,5,0,0.2949
61898,1,2) $100 - $200,167.55,0,1,Surburban,1,Web,Womens E-Mail,1,0,0.2528
61899,2,"6) $750 - $1,000",937.62,0,1,Surburban,1,Phone,No E-Mail,5,1,0.9802
61900,6,2) $100 - $200,140.17,1,0,Urban,0,Phone,No E-Mail,6,0,0.0028
61901,4,5) $500 - $750,553.47,0,1,Urban,1,Web,Mens E-Mail,3,0,0.4517
61902,9,1) $0 - $100,32.71,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.0531
61903,1,"6) $750 - $1,000",947.34,1,0,Urban,1,Phone,Mens E-Mail,2,1,0.9945
61904,11,1) $0 - $100,29.99,0,1,Urban,1,Phone,Mens E-Mail,3,0,0.0084
61905,3,3) $200 - $350,293.33,1,0,Urban,1,Multichannel,No E-Mail,6,0,0.0253
61906,2,5) $500 - $750,520.15,0,1,Urban,1,Web,Mens E-Mail,3,1,0.67
61907,6,1) $0 - $100,29.99,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.1603
61908,9,3) $200 - $350,281.87,0,1,Urban,1,Multichannel,No E-Mail,5,0,0.0274
61909,8,3) $200 - $350,301.42,1,0,Surburban,0,Phone,Womens E-Mail,4,0,0.0088
61910,1,4) $350 - $500,404.72,1,0,Urban,0,Web,Womens E-Mail,4,0,0.3796
61911,8,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,5,0,0.0178
61912,1,1) $0 - $100,42.07,0,1,Urban,0,Phone,Womens E-Mail,1,0,0.3293
61913,11,1) $0 - $100,29.99,1,0,Urban,1,Phone,Mens E-Mail,2,0,0.0052
61914,10,3) $200 - $350,234.85,0,1,Urban,0,Web,No E-Mail,5,0,0.0347
61915,2,3) $200 - $350,270.77,0,1,Surburban,0,Web,No E-Mail,5,0,0.3156
61916,4,2) $100 - $200,123.87,1,0,Surburban,0,Phone,No E-Mail,6,0,0.0038
61917,1,1) $0 - $100,29.99,1,0,Urban,0,Web,Womens E-Mail,4,0,0.0705
61918,12,1) $0 - $100,36.17,0,1,Surburban,1,Web,No E-Mail,5,0,0.0035
61919,9,2) $100 - $200,139.73,1,0,Surburban,0,Web,No E-Mail,6,0,0.0014
61920,11,1) $0 - $100,67.44,1,0,Surburban,1,Phone,No E-Mail,6,0,0.0002
61921,5,3) $200 - $350,235.42,1,0,Surburban,0,Phone,No E-Mail,6,0,0.0067
61922,5,"7) $1,000 +",1134.23,1,0,Urban,1,Phone,Mens E-Mail,2,1,0.9999
61923,1,4) $350 - $500,498.79,1,0,Surburban,0,Phone,Womens E-Mail,4,0,0.3006
61924,2,5) $500 - $750,699,1,1,Surburban,1,Web,Womens E-Mail,5,1,0.589
61925,4,3) $200 - $350,338.81,1,1,Urban,0,Web,Womens E-Mail,5,0,0.3133
61926,10,4) $350 - $500,361.42,0,1,Urban,1,Web,Mens E-Mail,3,0,0.2004
61927,11,1) $0 - $100,29.99,0,1,Rural,1,Web,No E-Mail,5,0,0.0082
61928,1,3) $200 - $350,342.13,1,0,Rural,1,Phone,Mens E-Mail,2,1,0.5699
61929,2,4) $350 - $500,421.36,1,1,Urban,1,Web,Womens E-Mail,5,1,0.6263
61930,2,4) $350 - $500,484.14,0,1,Urban,0,Multichannel,Womens E-Mail,1,1,0.9122
61931,10,3) $200 - $350,263.98,0,1,Urban,0,Multichannel,No E-Mail,5,0,0.0598
61932,10,1) $0 - $100,29.99,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.052
61933,11,1) $0 - $100,29.99,1,0,Surburban,1,Web,Mens E-Mail,2,0,0.0085
61934,5,4) $350 - $500,412.76,0,1,Urban,0,Phone,No E-Mail,5,0,0.2167
61935,3,3) $200 - $350,262,1,1,Urban,0,Phone,Mens E-Mail,5,0,0.4761
61936,1,2) $100 - $200,195.12,1,0,Surburban,0,Phone,No E-Mail,6,0,0.0121
61937,1,1) $0 - $100,92.66,0,1,Surburban,0,Phone,Mens E-Mail,3,0,0.4118
61938,4,1) $0 - $100,92.12,0,1,Surburban,1,Phone,Mens E-Mail,3,0,0.0883
61939,3,3) $200 - $350,203.34,1,0,Urban,0,Multichannel,Mens E-Mail,2,1,0.6667
61940,8,1) $0 - $100,82.45,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.0598
61941,6,1) $0 - $100,29.99,0,1,Urban,1,Phone,Womens E-Mail,1,0,0.0472
61942,4,4) $350 - $500,385.87,1,0,Surburban,0,Phone,Mens E-Mail,2,1,0.5238
61943,5,2) $100 - $200,149.92,0,1,Urban,0,Web,No E-Mail,5,0,0.051
61944,1,5) $500 - $750,688.27,1,1,Surburban,1,Multichannel,Womens E-Mail,5,1,0.7436
61945,5,1) $0 - $100,72.91,1,0,Surburban,0,Phone,Womens E-Mail,4,0,0.0112
61946,10,3) $200 - $350,317.22,1,0,Surburban,0,Multichannel,No E-Mail,6,0,0.0057
61947,3,1) $0 - $100,29.99,0,1,Urban,1,Web,Mens E-Mail,3,0,0.2613
61948,2,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Mens E-Mail,2,0,0.1339
61949,9,1) $0 - $100,37.99,1,0,Surburban,0,Phone,No E-Mail,6,0,0.0009
61950,8,5) $500 - $750,743.48,1,0,Surburban,1,Multichannel,Mens E-Mail,2,0,0.2381
61951,8,3) $200 - $350,262.97,1,1,Urban,0,Web,No E-Mail,11,1,0.5931
61952,4,1) $0 - $100,29.99,0,1,Urban,0,Phone,No E-Mail,5,0,0.0439
61953,6,1) $0 - $100,94.59,1,0,Urban,1,Web,Womens E-Mail,4,0,0.0076
61954,10,1) $0 - $100,86.47,1,0,Urban,1,Web,Mens E-Mail,2,0,0.0197
61955,5,2) $100 - $200,106.07,1,0,Urban,1,Web,Womens E-Mail,4,0,0.0074
61956,12,1) $0 - $100,67.64,1,0,Surburban,1,Web,No E-Mail,6,0,0.0003
61957,1,3) $200 - $350,329.58,1,0,Rural,0,Web,No E-Mail,6,0,0.1251
61958,4,1) $0 - $100,52.23,1,0,Rural,1,Web,Mens E-Mail,2,0,0.2184
61959,8,1) $0 - $100,30.73,0,1,Surburban,1,Phone,No E-Mail,5,0,0.0048
61960,11,2) $100 - $200,168.78,1,0,Urban,0,Web,No E-Mail,6,0,0.0006
61961,11,3) $200 - $350,280.65,1,1,Surburban,1,Multichannel,No E-Mail,11,0,0.2889
61962,6,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Mens E-Mail,3,0,0.1415
61963,9,3) $200 - $350,241.3,1,1,Surburban,1,Web,Mens E-Mail,5,0,0.0561
61964,2,2) $100 - $200,146.76,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.3972
61965,7,3) $200 - $350,267.68,1,0,Rural,0,Phone,Mens E-Mail,2,0,0.3059
61966,12,4) $350 - $500,350.09,1,1,Urban,0,Web,No E-Mail,11,1,0.6788
61967,1,2) $100 - $200,113.89,0,1,Surburban,0,Phone,Mens E-Mail,3,0,0.4019
61968,4,1) $0 - $100,93.76,0,1,Surburban,1,Web,No E-Mail,5,0,0.0314
61969,9,3) $200 - $350,327.52,1,0,Rural,0,Multichannel,No E-Mail,6,0,0.0169
61970,6,5) $500 - $750,533.04,1,0,Urban,1,Web,No E-Mail,6,0,0.0102
61971,11,2) $100 - $200,140.52,1,0,Urban,1,Phone,No E-Mail,6,0,0.0001
61972,12,3) $200 - $350,307.52,1,0,Urban,0,Multichannel,Womens E-Mail,4,0,0.011
61973,5,1) $0 - $100,59.69,1,0,Urban,0,Web,No E-Mail,6,0,0.0047
61974,4,2) $100 - $200,100.49,0,1,Surburban,0,Phone,Mens E-Mail,3,0,0.1781
61975,2,5) $500 - $750,509.12,0,1,Urban,1,Multichannel,Mens E-Mail,3,1,0.7762
61976,8,1) $0 - $100,31.5,0,1,Surburban,0,Phone,Womens E-Mail,1,0,0.0375
61977,1,3) $200 - $350,301.31,1,1,Urban,0,Phone,Womens E-Mail,5,0,0.4564
61978,1,"7) $1,000 +",1597.44,1,1,Urban,1,Phone,Womens E-Mail,5,1,1
61979,10,1) $0 - $100,52.14,0,1,Rural,0,Phone,No E-Mail,5,0,0.0273
61980,7,2) $100 - $200,161.18,1,0,Urban,1,Phone,No E-Mail,6,0,0.0008
61981,1,4) $350 - $500,367,0,1,Urban,1,Web,Mens E-Mail,3,1,0.788
61982,6,1) $0 - $100,52.75,1,0,Rural,1,Phone,No E-Mail,6,0,0.0036
61983,10,2) $100 - $200,167.4,0,1,Surburban,0,Web,Mens E-Mail,3,0,0.0701
61984,1,3) $200 - $350,263.86,1,0,Urban,1,Web,Mens E-Mail,2,0,0.4092
61985,2,2) $100 - $200,152.04,1,0,Surburban,0,Web,No E-Mail,6,0,0.0162
61986,9,3) $200 - $350,234,1,0,Urban,1,Phone,Mens E-Mail,2,0,0.0282
61987,12,1) $0 - $100,33.75,0,1,Rural,0,Web,Womens E-Mail,1,0,0.0753
